Plot 3 2021-06-28T151158668.fcf

,,,,El1.Average,El2.Average,El3.Average
Emissivity,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Distance,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Reflected temperature,,,,22.9999942779541,22.9999942779541,22.9999942779541
Location X,,,,148,250,351
Location Y,,,,242,244,245
Size X,,,,19,17,17
Size Y,,,,14,14,12
Surface (pixels),,,,199,175,151

Date,Time,Milliseconds,Relative time,El1.Average,El2.Average,El3.Average
28/06/2021,15:17:24,200,325.76,466.509898430139,449.000029820033,343.902935305968
28/06/2021,15:17:24,360,325.92,466.570093969604,449.040647147042,343.814849449309
28/06/2021,15:17:24,520,326.08,466.875548242924,449.337693568638,343.938647137572
28/06/2021,15:17:24,680,326.24,466.989476342896,449.551571916853,344.394130883627
28/06/2021,15:17:24,840,326.4,467.226078052617,449.84151297433,344.629568542076
28/06/2021,15:17:25,000,326.56,467.340806203871,450.132362932478,345.21013393781
28/06/2021,15:17:25,160,326.72,467.573622047003,450.421535818917,345.100164754501
28/06/2021,15:17:25,320,326.88,467.766613984228,450.713491734096,345.578543555658
28/06/2021,15:17:25,480,327.04,468.026643532604,451.028559919085,345.523609287691
28/06/2021,15:17:25,640,327.2,468.31956642956,451.398527308873,345.970506074413
28/06/2021,15:17:25,800,327.36,468.460630637317,451.521879359654,346.497745539179
28/06/2021,15:17:25,960,327.52,468.709217320735,451.626870989118,346.75437027887
28/06/2021,15:17:26,120,327.68,468.799267639467,451.92908203125,346.835617570688
28/06/2021,15:17:26,280,327.84,469.120645954381,452.139795096261,347.157531334075
28/06/2021,15:17:26,440,328,469.199713472146,452.220724225725,347.185533940397
28/06/2021,15:17:26,600,328.16,469.467332389487,452.312525111607,347.46560648735
28/06/2021,15:17:26,760,328.32,469.692511016999,452.563545445033,347.699977445287
28/06/2021,15:17:26,920,328.48,469.742006388142,452.641051025391,347.761309288985
28/06/2021,15:17:27,080,328.64,469.907976313452,452.924387555804,347.91881192441
28/06/2021,15:17:27,240,328.8,470.080833856784,453.100026855469,348.251080241424
28/06/2021,15:17:27,400,328.96,470.307358938246,453.298744768415,348.633246213395
28/06/2021,15:17:27,560,329.12,470.465869692702,453.52889718192,349.03346929487
28/06/2021,15:17:27,720,329.28,470.717341130702,453.680714808873,349.141008996016
28/06/2021,15:17:27,880,329.44,470.871279309143,453.829197126116,349.176539338977
28/06/2021,15:17:28,040,329.6,471.027850740519,454.192885393415,349.957679192751
28/06/2021,15:17:28,200,329.76,471.507975822717,454.303519461496,350.013076479072
28/06/2021,15:17:28,360,329.92,471.525434177725,454.394658551897,350.132696694886
28/06/2021,15:17:28,520,330.08,471.762528309271,454.5475894601,350.417848296513
28/06/2021,15:17:28,680,330.24,471.82207393167,454.768850446429,350.35060958357
28/06/2021,15:17:28,840,330.4,471.994079589844,455.016478097098,350.984728276335
28/06/2021,15:17:29,000,330.56,472.300834004004,455.165848737444,351.179307343944
28/06/2021,15:17:29,160,330.72,472.532522537001,455.369412493025,351.743856670051
28/06/2021,15:17:29,320,330.88,472.98522136439,455.572939627511,351.664496415498
28/06/2021,15:17:29,480,331.04,473.09218455559,455.558551374163,351.873243925587
28/06/2021,15:17:29,640,331.2,473.100389183466,455.906538085937,352.149389608017
28/06/2021,15:17:29,800,331.36,473.404038319037,456.123472551618,352.603383247426
28/06/2021,15:17:29,960,331.52,473.612101952634,456.268773890904,353.494795439259
28/06/2021,15:17:30,120,331.68,473.988704968936,456.56228288923,353.890217560017
28/06/2021,15:17:30,280,331.84,474.007621726798,456.637548304967,353.345889666223
28/06/2021,15:17:30,440,332,474.281896543263,457.032107805525,354.095514360643
28/06/2021,15:17:30,600,332.16,474.370896995966,457.149473005022,354.165063719086
28/06/2021,15:17:30,760,332.32,474.696291822884,457.171291503906,355.060821937409
28/06/2021,15:17:30,920,332.48,474.838690216218,457.416226109096,355.202838013504
28/06/2021,15:17:31,080,332.64,474.966751328665,457.412796630859,355.288266819834
28/06/2021,15:17:31,240,332.8,475.100099496506,457.577224469866,355.761361229499
28/06/2021,15:17:31,400,332.96,475.480999663847,458.052934919085,356.435439154012
28/06/2021,15:17:31,560,333.12,475.926829735837,458.236312604632,357.160225975592
28/06/2021,15:17:31,720,333.28,475.911477247075,458.440902273996,356.982443904245
28/06/2021,15:17:31,880,333.44,476.017570150557,458.540372140067,357.039407692208
28/06/2021,15:17:32,040,333.6,476.406488619857,458.77395438058,357.619479147804
28/06/2021,15:17:32,200,333.76,476.448664526245,459.027274518694,357.386509977429
28/06/2021,15:17:32,360,333.92,476.766627019374,459.261415666853,357.902464001384
28/06/2021,15:17:32,520,334.08,477.029900785667,459.552583705357,358.575807887197
28/06/2021,15:17:32,680,334.24,477.239875678441,459.784152832031,358.583910405241
28/06/2021,15:17:32,840,334.4,477.268042636277,459.941738804408,359.04378383207
28/06/2021,15:17:33,000,334.56,477.486076163287,460.159200439453,359.135592429054
28/06/2021,15:17:33,160,334.72,477.583921499588,460.32408203125,359.509492583622
28/06/2021,15:17:33,320,334.88,478.29661491049,460.716471993583,360.533170990597
28/06/2021,15:17:33,480,335.04,478.659700786648,461.059681047712,360.899398298453
28/06/2021,15:17:33,640,335.2,478.817141738968,461.277414027623,361.753557419935
28/06/2021,15:17:33,800,335.36,479.015585894561,461.616004464286,361.243569885658
28/06/2021,15:17:33,960,335.52,479.185308101788,461.737192208426,361.463118799475
28/06/2021,15:17:34,120,335.68,479.25637035274,461.899406389509,361.395321675484
28/06/2021,15:17:34,280,335.84,479.457555876305,462.011067068917,361.994477530978
28/06/2021,15:17:34,440,336,479.464229717926,462.202533656529,362.016348125129
28/06/2021,15:17:34,600,336.16,479.716923085888,462.455233154297,362.6952678352
28/06/2021,15:17:34,760,336.32,480.005774723226,462.705625871931,362.363176358457
28/06/2021,15:17:34,920,336.48,480.081052080471,462.949661516462,363.434972295698
28/06/2021,15:17:35,080,336.64,480.504003936921,463.206230294364,364.277185705324
28/06/2021,15:17:35,240,336.8,480.615549672189,463.466673235212,363.789945488734
28/06/2021,15:17:35,400,336.96,480.783058818261,463.457102922712,364.911024889409
28/06/2021,15:17:35,560,337.12,480.892267428451,463.849816371373,365.739003566717
28/06/2021,15:17:35,720,337.28,481.133380372321,463.992590332031,365.772347759727
28/06/2021,15:17:35,880,337.44,481.263264565013,464.064760219029,366.538993178614
28/06/2021,15:17:36,040,337.6,481.356402526549,464.150500488281,365.783469092767
28/06/2021,15:17:36,200,337.76,481.592420875128,464.532363804408,366.550548831359
28/06/2021,15:17:36,360,337.92,481.723197591964,464.727269287109,366.651143863501
28/06/2021,15:17:36,520,338.08,481.88948204769,464.68184047154,367.262283224144
28/06/2021,15:17:36,680,338.24,482.207160527982,465.083561314174,367.460360293357
28/06/2021,15:17:36,840,338.4,482.293409644659,465.20077218192,367.961685483819
28/06/2021,15:17:37,000,338.56,482.428859998233,465.468765171596,368.41841681272
28/06/2021,15:17:37,160,338.72,482.660801566426,465.837648925781,368.804206090258
28/06/2021,15:17:37,320,338.88,482.98091823252,465.951775774275,369.230019272558
28/06/2021,15:17:37,480,339.04,483.23958200426,466.391102643694,369.752696864652
28/06/2021,15:17:37,640,339.2,483.364417914769,466.432571498326,370.31584965788
28/06/2021,15:17:37,800,339.36,483.436040370309,466.72553187779,370.298067610785
28/06/2021,15:17:37,960,339.52,483.773305461634,466.912457798549,370.404448452375
28/06/2021,15:17:38,120,339.68,484.08909537924,467.022991768973,371.145232547987
28/06/2021,15:17:38,280,339.84,484.069736039818,467.219549734933,371.512857601343
28/06/2021,15:17:38,440,340,484.350199943811,467.534621407645,372.312515359841
28/06/2021,15:17:38,600,340.16,484.532221041732,467.680198974609,372.806036336532
28/06/2021,15:17:38,760,340.32,484.685767399007,467.823977225167,373.535357544754
28/06/2021,15:17:38,920,340.48,484.745810964,468.10875226702,373.965921364083
28/06/2021,15:17:39,080,340.64,485.00697272986,468.354550258092,374.262818595432
28/06/2021,15:17:39,240,340.8,485.1038806091,468.525471714565,374.766870561814
28/06/2021,15:17:39,400,340.96,485.364311946696,468.703346993583,375.0471175238
28/06/2021,15:17:39,560,341.12,485.508533726985,468.999763881138,375.961422547599
28/06/2021,15:17:39,720,341.28,485.732769530023,469.167080950056,376.29953407136
28/06/2021,15:17:39,880,341.44,486.007462084593,469.281435372489,376.556731167219
28/06/2021,15:17:40,040,341.6,486.185838555571,469.472828543527,377.221527908022
28/06/2021,15:17:40,200,341.76,486.239094643138,469.648867885045,377.487346522855
28/06/2021,15:17:40,360,341.92,486.465855890782,469.881833496094,377.996449855779
28/06/2021,15:17:40,520,342.08,486.784441617266,470.055195835658,378.550872398528
28/06/2021,15:17:40,680,342.24,486.975437183476,470.263691929408,378.631409499819
28/06/2021,15:17:40,840,342.4,486.991775896082,470.478357979911,379.337614956281
28/06/2021,15:17:41,000,342.56,487.096835342484,470.829921875,379.326420259792
28/06/2021,15:17:41,160,342.72,487.424510859964,471.033532191685,380.094780726149
28/06/2021,15:17:41,320,342.88,487.53792644865,471.26577444894,380.045671273541
28/06/2021,15:17:41,480,343.04,487.680666822884,471.446431884766,381.575273526425
28/06/2021,15:17:41,640,343.2,487.772573499823,471.515192347935,381.928800469203
28/06/2021,15:17:41,800,343.36,488.130399464363,471.839710867746,382.687960795219
28/06/2021,15:17:41,960,343.52,488.304388918469,471.959148646763,383.525369808374
28/06/2021,15:17:42,120,343.68,488.478728174564,472.330848563058,384.077769904737
28/06/2021,15:17:42,280,343.84,488.600877771425,472.386870640346,385.234648041378
28/06/2021,15:17:42,440,344,488.779620913405,472.523296770368,385.695795728671
28/06/2021,15:17:42,600,344.16,489.089373717955,472.708688616071,385.458675359259
28/06/2021,15:17:42,760,344.32,489.285702192604,473.044316231864,386.39528954108
28/06/2021,15:17:42,920,344.48,489.580747824817,473.259651925223,386.606823447524
28/06/2021,15:17:43,080,344.64,489.612789748302,473.441997593471,387.203004546513
28/06/2021,15:17:43,240,344.8,489.91215507469,473.58024937221,388.482131250647
28/06/2021,15:17:43,400,344.96,490.104950411236,473.943419015067,388.432977739549
28/06/2021,15:17:43,560,345.12,490.290752621751,474.192990722656,388.993001167348
28/06/2021,15:17:43,720,345.28,490.607763089127,474.493035365513,389.023138993623
28/06/2021,15:17:43,880,345.44,490.593757361024,474.668903459821,390.321577665822
28/06/2021,15:17:44,040,345.6,491.030630907222,475.071208844866,392.036502661294
28/06/2021,15:17:44,200,345.76,491.091914191318,475.254641287667,392.105028165097
28/06/2021,15:17:44,360,345.92,491.233541977465,475.377622244699,391.932007846453
28/06/2021,15:17:44,520,346.08,491.388019810969,475.434895717076,392.44139473012
28/06/2021,15:17:44,680,346.24,491.470766613831,475.755768868583,393.242686290615
28/06/2021,15:17:44,840,346.4,491.677838196107,475.786608886719,394.165972374922
28/06/2021,15:17:45,000,346.56,491.852697784577,476.124562465123,394.901642856219
28/06/2021,15:17:45,160,346.72,491.903837731136,476.092796805246,394.988324500078
28/06/2021,15:17:45,320,346.88,491.963878842454,476.254755510603,395.757056027848
28/06/2021,15:17:45,480,347.04,492.210869410529,476.534960239955,396.312124290214
28/06/2021,15:17:45,640,347.2,492.360022923455,476.758729422433,397.768247490687
28/06/2021,15:17:45,800,347.36,492.423939767195,476.985147705078,397.829055280875
28/06/2021,15:17:45,960,347.52,492.686159526882,477.205790143694,398.441073183982
28/06/2021,15:17:46,120,347.68,492.729280558064,477.238696637835,399.480940660894
28/06/2021,15:17:46,280,347.84,492.977764187147,477.557993861607,400.297279610539
28/06/2021,15:17:46,440,348,493.261201638073,477.815374232701,401.877047507179
28/06/2021,15:17:46,600,348.16,493.338433040446,478.00803867885,401.743639611251
28/06/2021,15:17:46,760,348.32,493.481989108138,478.151510881696,402.971806810392
28/06/2021,15:17:46,920,348.48,493.61488549314,478.448858293806,403.392655126306
28/06/2021,15:17:47,080,348.64,493.903087060056,478.685300816127,404.32279028482
28/06/2021,15:17:47,240,348.8,493.990857608354,478.767581263951,404.846181705298
28/06/2021,15:17:47,400,348.96,494.107909849541,478.768778948103,404.819976200331
28/06/2021,15:17:47,560,349.12,494.35146189934,479.034268798828,405.710761266039
28/06/2021,15:17:47,720,349.28,494.463317257675,479.270963134766,406.685077793551
28/06/2021,15:17:47,880,349.44,494.721838256223,479.602079206194,407.898585439518
28/06/2021,15:17:48,040,349.6,494.67286536442,479.621940569196,408.762360427553
28/06/2021,15:17:48,200,349.76,494.9447716181,480.01752859933,408.864813192001
28/06/2021,15:17:48,360,349.92,495.149654675968,480.139596121652,410.700476842211
28/06/2021,15:17:48,520,350.08,495.304141404042,480.409067557199,411.173242430024
28/06/2021,15:17:48,680,350.24,495.520470700671,480.540059640067,412.201628628156
28/06/2021,15:17:48,840,350.4,495.713423225748,480.691860351563,412.59326111244
28/06/2021,15:17:49,000,350.56,495.903184900332,480.936391078404,413.510832527615
28/06/2021,15:17:49,160,350.72,496.047745134363,481.187666364397,414.565318126552
28/06/2021,15:17:49,320,350.88,496.197877050045,481.402289167132,415.862552465982
28/06/2021,15:17:49,480,351.04,496.302719959662,481.490753348214,415.86677136958
28/06/2021,15:17:49,640,351.2,496.618006720615,481.759410923549,416.965075562332
28/06/2021,15:17:49,800,351.36,496.598107726131,481.962056187221,417.314920791727
28/06/2021,15:17:49,960,351.52,496.669751037904,482.031951032366,418.606506549759
28/06/2021,15:17:50,120,351.68,496.865769889487,482.245426199777,419.056853237531
28/06/2021,15:17:50,280,351.84,496.882743030337,482.362339564732,419.481064550135
28/06/2021,15:17:50,440,352,497.164162640596,482.597996651786,421.034814493546
28/06/2021,15:17:50,600,352.16,497.34413538027,482.738360246931,421.24416043111
28/06/2021,15:17:50,760,352.32,497.596855738654,482.911418631417,422.324326066781
28/06/2021,15:17:50,920,352.48,497.792303804177,483.259331054687,423.845188772442
28/06/2021,15:17:51,080,352.64,497.901160158704,483.447921142578,424.461217614989
28/06/2021,15:17:51,240,352.8,498.060963232913,483.408504638672,425.22104649828
28/06/2021,15:17:51,400,352.96,498.250687335604,483.735238211496,426.006681328578
28/06/2021,15:17:51,560,353.12,498.294638168872,483.920526297433,427.370631742162
28/06/2021,15:17:51,720,353.28,498.568008652884,484.143250209263,428.688393902305
28/06/2021,15:17:51,880,353.44,498.726322346596,484.560020577567,427.606002908669
28/06/2021,15:17:52,040,353.6,498.844912581707,484.455262625558,429.438533151387
28/06/2021,15:17:52,200,353.76,499.088999532575,484.957443150112,431.426169288079
28/06/2021,15:17:52,360,353.92,499.405446268206,485.040321219308,433.258607978063
28/06/2021,15:17:52,520,354.08,499.659022345615,485.340107073103,434.162076027978
28/06/2021,15:17:52,680,354.24,499.418697798072,485.303763950893,435.43701939867
28/06/2021,15:17:52,840,354.4,499.68395674049,485.68858101981,437.184512915201
28/06/2021,15:17:53,000,354.56,499.918675561646,485.731256975446,437.952681181447
28/06/2021,15:17:53,160,354.72,500.065926556611,485.918987688337,438.708337644868
28/06/2021,15:17:53,320,354.88,500.193823732922,486.04568586077,438.432327573663
28/06/2021,15:17:53,480,355.04,500.409726243522,486.380315987723,439.133516829535
28/06/2021,15:17:53,640,355.2,500.512217306012,486.492708217076,439.64781643697
28/06/2021,15:17:53,800,355.36,500.63429773992,486.643269566127,440.829165831307
28/06/2021,15:17:53,960,355.52,500.705717920658,486.882586844308,441.727769864316
28/06/2021,15:17:54,120,355.68,500.892556962056,487.045077253069,442.190799334191
28/06/2021,15:17:54,280,355.84,501.01920966527,487.288304268973,443.434198644777
28/06/2021,15:17:54,440,356,501.357810015654,487.517855922154,444.566509928924
28/06/2021,15:17:54,600,356.16,501.583601448404,487.756304582868,445.964874267578
28/06/2021,15:17:54,760,356.32,501.768117933417,488.14269984654,446.228695901024
28/06/2021,15:17:54,920,356.48,501.945776397858,488.102503487723,446.48871334657
28/06/2021,15:17:55,080,356.64,501.962924056317,488.377705950056,447.131875751824
28/06/2021,15:17:55,240,356.8,502.102964928402,488.493587472098,448.105780393083
28/06/2021,15:17:55,400,356.96,502.076981434271,488.661034284319,448.726984087205
28/06/2021,15:17:55,560,357.12,502.417945133382,488.987459368025,450.017889565979
28/06/2021,15:17:55,720,357.28,502.648821653433,489.14156930106,451.063003034781
28/06/2021,15:17:55,880,357.44,502.803932688344,489.260801827567,451.764153486845
28/06/2021,15:17:56,040,357.6,502.917904034332,489.341283133371,452.821737529426
28/06/2021,15:17:56,200,357.76,502.929629992001,489.381817452567,453.226160718905
28/06/2021,15:17:56,360,357.92,503.023509116628,489.683631068638,454.678180618791
28/06/2021,15:17:56,520,358.08,503.209177448522,489.760632498605,455.379500231206
28/06/2021,15:17:56,680,358.24,503.338715059673,490.120358014788,456.306585652939
28/06/2021,15:17:56,840,358.4,503.442785828557,490.206515938895,457.008829685236
28/06/2021,15:17:57,000,358.56,503.754294390654,490.308270263672,458.04549887954
28/06/2021,15:17:57,160,358.72,503.898626739655,490.445029471261,459.085898898295
28/06/2021,15:17:57,320,358.88,503.976259624539,490.603555559431,460.249084876863
28/06/2021,15:17:57,480,359.04,504.119604982922,490.692302594866,461.103259762391
28/06/2021,15:17:57,640,359.2,504.166455599531,490.812751988002,461.858433199245
28/06/2021,15:17:57,800,359.36,504.333479838156,490.917189592634,463.084623425212
28/06/2021,15:17:57,960,359.52,504.550186233904,491.280715157645,464.245570909109
28/06/2021,15:17:58,120,359.68,504.763421600188,491.58610421317,465.118715399938
28/06/2021,15:17:58,280,359.84,504.97252865892,491.892672119141,466.027798684228
28/06/2021,15:17:58,440,360,505.140516731607,492.065707833426,466.021607253725
28/06/2021,15:17:58,600,360.16,505.206591122115,492.090380859375,467.641924725463
28/06/2021,15:17:58,760,360.32,505.397150087596,492.251209193638,468.900806553316
28/06/2021,15:17:58,920,360.48,505.568695375069,492.41740687779,469.707198591422
28/06/2021,15:17:59,080,360.64,505.785643764477,492.656450195313,470.479615672535
28/06/2021,15:17:59,240,360.8,505.860453850061,492.844784284319,471.777692984272
28/06/2021,15:17:59,400,360.96,506.117594043214,493.133045828683,472.426846737893
28/06/2021,15:17:59,560,361.12,506.368704024272,493.293050885882,473.574188030319
28/06/2021,15:17:59,720,361.28,506.475345017323,493.627009277344,474.820322200952
28/06/2021,15:17:59,880,361.44,506.744537660225,493.759887172154,475.631324616489
28/06/2021,15:18:00,040,361.6,506.791461120299,493.743637520926,476.271518530435
28/06/2021,15:18:00,200,361.76,506.832560016881,493.907970493862,476.992954279413
28/06/2021,15:18:00,360,361.92,506.917779970409,494.160133056641,477.686021009028
28/06/2021,15:18:00,520,362.08,506.973370729379,494.152138671875,478.135439234854
28/06/2021,15:18:00,680,362.24,507.110153121565,494.267979736328,478.733083964973
28/06/2021,15:18:00,840,362.4,507.434207475365,494.469703717913,479.385384262792
28/06/2021,15:18:01,000,362.56,507.469305910657,494.603294154576,479.642686048091
28/06/2021,15:18:01,160,362.72,507.581850444851,494.767186628069,480.142043157919
28/06/2021,15:18:01,320,362.88,507.805433263731,494.84819632394,480.572521891815
28/06/2021,15:18:01,480,363.04,507.83198555031,494.98181640625,480.776017549022
28/06/2021,15:18:01,640,363.2,508.025361947678,495.228540213449,480.994122031509
28/06/2021,15:18:01,800,363.36,508.163341886434,495.549663260324,481.256919810314
28/06/2021,15:18:01,960,363.52,508.341597974001,495.630728410993,481.299145426971
28/06/2021,15:18:02,120,363.68,508.572059976396,495.87662336077,481.640785672017
28/06/2021,15:18:02,280,363.84,508.748795859179,496.025574079241,481.765428353619
28/06/2021,15:18:02,440,364,508.794238526617,496.133254220145,481.867181841111
28/06/2021,15:18:02,600,364.16,508.842810702683,496.210399169922,481.930124447046
28/06/2021,15:18:02,760,364.32,509.080640476553,496.495337611607,482.099231442079
28/06/2021,15:18:02,920,364.48,509.118236139192,496.513357805525,482.193099470328
28/06/2021,15:18:03,080,364.64,509.393467735406,496.698106166295,482.311808807171
28/06/2021,15:18:03,240,364.8,509.458042624009,496.867317940848,482.441828039308
28/06/2021,15:18:03,400,364.96,509.589708337832,497.07945992606,482.632736711313
28/06/2021,15:18:03,560,365.12,509.749321712321,497.32876273019,482.756436177437
28/06/2021,15:18:03,720,365.28,509.948250468652,497.50118687221,482.803332600373
28/06/2021,15:18:03,880,365.44,509.853330372566,497.635948486328,482.922495456721
28/06/2021,15:18:04,040,365.6,510.21104929555,497.574524100167,483.087275422962
28/06/2021,15:18:04,200,365.76,510.47288674206,498.178851492746,483.466001194834
28/06/2021,15:18:04,360,365.92,510.654299482029,498.286172921317,483.603534824801
28/06/2021,15:18:04,520,366.08,510.795974961477,498.554074707031,483.69526399524
28/06/2021,15:18:04,680,366.24,510.98072883951,498.811944231306,483.738554695584
28/06/2021,15:18:04,840,366.4,511.137675529748,498.981324637277,483.858629037213
28/06/2021,15:18:05,000,366.56,511.145449537728,498.872941545759,483.96487244865
28/06/2021,15:18:05,160,366.72,511.510263720949,499.127002301897,484.110932609103
28/06/2021,15:18:05,320,366.88,511.511901395405,499.302273472377,484.145742858482
28/06/2021,15:18:05,480,367.04,511.725292263319,499.365341971261,484.260582930205
28/06/2021,15:18:05,640,367.2,511.808353596596,499.579083949498,484.433967640858
28/06/2021,15:18:05,800,367.36,512.096405642716,499.79233101981,484.548325696528
28/06/2021,15:18:05,960,367.52,512.091603494769,499.968420758929,484.596438174216
28/06/2021,15:18:06,120,367.68,512.45345118537,500.189176374163,484.822720761331
28/06/2021,15:18:06,280,367.84,512.405543341708,500.332874407087,484.753774882942
28/06/2021,15:18:06,440,368,512.397698177165,500.379688371931,484.890791735112
28/06/2021,15:18:06,600,368.16,512.690109482962,500.50813999721,485.104979256131
28/06/2021,15:18:06,760,368.32,513.037405656211,500.753061697824,485.235267891789
28/06/2021,15:18:06,920,368.48,513.013433868562,500.911399274554,485.409713846169
28/06/2021,15:18:07,080,368.64,513.076804309634,500.882687465123,485.511596679688
28/06/2021,15:18:07,240,368.8,513.261609868189,501.283369663784,485.606207639176
28/06/2021,15:18:07,400,368.96,513.402701219722,501.436019461496,485.695512784238
28/06/2021,15:18:07,560,369.12,513.649322509766,501.570082833426,485.897726501061
28/06/2021,15:18:07,720,369.28,513.905238012573,501.682752336775,486.054917493403
28/06/2021,15:18:07,880,369.44,513.900622497252,502.114486258371,486.225607158332
28/06/2021,15:18:08,040,369.6,514.047825032143,502.06748046875,486.258836758847
28/06/2021,15:18:08,200,369.76,514.096786268991,502.300504150391,486.36883807656
28/06/2021,15:18:08,360,369.92,514.117800305237,502.324515729632,486.393795392371
28/06/2021,15:18:08,520,370.08,514.292821529523,502.49305507115,486.562645918486
28/06/2021,15:18:08,680,370.24,514.458411135266,502.711834193638,486.855270891
28/06/2021,15:18:08,840,370.4,514.752668677862,502.769109933036,486.896892623396
28/06/2021,15:18:09,000,370.56,514.831263709907,502.964424002511,487.033111572266
28/06/2021,15:18:09,160,370.72,514.977430487398,503.199517996652,487.161466686931
28/06/2021,15:18:09,320,370.88,514.977961554599,503.395218680246,487.384670232305
28/06/2021,15:18:09,480,371.04,515.327147670727,503.60852015904,487.513051822486
28/06/2021,15:18:09,640,371.2,515.306414580225,503.661735839844,487.618348582691
28/06/2021,15:18:09,800,371.36,515.400809589942,503.841930977958,487.730330713537
28/06/2021,15:18:09,960,371.52,515.581985703665,503.941507568359,487.810081229305
28/06/2021,15:18:10,120,371.68,515.728917720929,504.170962437221,487.887212892242
28/06/2021,15:18:10,280,371.84,516.007300448777,504.482480294364,488.243857680567
28/06/2021,15:18:10,440,372,516.294710858982,504.579482596261,488.518121984621
28/06/2021,15:18:10,600,372.16,516.439933278453,504.856766357422,488.667750276477
28/06/2021,15:18:10,760,372.32,516.593087201142,505.173266601562,488.833902927424
28/06/2021,15:18:10,920,372.48,516.763187427617,505.190905587333,488.916184179041
28/06/2021,15:18:11,080,372.64,516.93190531515,505.146822509766,488.986131276516
28/06/2021,15:18:11,240,372.8,516.900828299211,505.614848807199,489.572908515172
28/06/2021,15:18:11,400,372.96,517.011093983099,505.398580147879,489.590192984272
28/06/2021,15:18:11,560,373.12,517.142999390262,505.416687709263,489.604662560469
28/06/2021,15:18:11,720,373.28,517.178225263279,505.670535714286,489.946999253027
28/06/2021,15:18:11,880,373.44,517.181021225512,505.788518066406,489.942669798996
28/06/2021,15:18:12,040,373.6,517.251450735121,505.888622698103,489.952568205777
28/06/2021,15:18:12,200,373.76,517.4035209004,506.084728131975,490.001259911139
28/06/2021,15:18:12,360,373.92,517.607129427656,506.343751743862,490.20470726569
28/06/2021,15:18:12,520,374.08,517.739635525037,506.358973563058,490.293710266518
28/06/2021,15:18:12,680,374.24,517.814567987643,506.32223336356,490.466081833997
28/06/2021,15:18:12,840,374.4,517.944292231421,506.533993966239,490.554093316691
28/06/2021,15:18:13,000,374.56,518.096212262484,506.683071986607,490.632770058335
28/06/2021,15:18:13,160,374.72,518.12588746344,506.785162702288,490.829936652784
28/06/2021,15:18:13,320,374.88,518.230579012003,507.006543840681,490.886051001138
28/06/2021,15:18:13,480,375.04,518.324688782045,507.036647949219,491.011528975127
28/06/2021,15:18:13,640,375.2,518.463245947756,507.149042794364,491.182161040653
28/06/2021,15:18:13,800,375.36,518.707187211693,507.404208984375,491.407132382424
28/06/2021,15:18:13,960,375.52,518.837153602485,507.625996616908,491.666991985397
28/06/2021,15:18:14,120,375.68,518.97174348304,507.751813964844,491.844893903922
28/06/2021,15:18:14,280,375.84,519.118965800683,507.859201311384,491.948138306472
28/06/2021,15:18:14,440,376,519.297885913945,508.013070068359,492.066239919094
28/06/2021,15:18:14,600,376.16,519.181557506772,508.064350237165,492.219775875673
28/06/2021,15:18:14,760,376.32,519.336381461752,508.208848353795,492.411211430632
28/06/2021,15:18:14,920,376.48,519.409897387327,508.368949497768,492.595680085239
28/06/2021,15:18:15,080,376.64,519.43504709215,508.459852294922,492.770625436543
28/06/2021,15:18:15,240,376.8,519.584183889418,508.630509381975,492.868386780189
28/06/2021,15:18:15,400,376.96,519.760281050025,508.716858084542,492.997601439621
28/06/2021,15:18:15,560,377.12,519.85833663557,508.897730887277,493.26347846227
28/06/2021,15:18:15,720,377.28,520.416049209671,509.478714076451,493.929994090503
28/06/2021,15:18:15,880,377.44,520.479687101278,509.615322091239,494.173923719798
28/06/2021,15:18:16,040,377.6,520.634291912443,509.752075892857,494.317713655383
28/06/2021,15:18:16,200,377.76,520.652543724482,509.893589913504,494.463348994981
28/06/2021,15:18:16,360,377.92,520.954901920491,509.973345424107,494.56029222501
28/06/2021,15:18:16,520,378.08,521.050599984787,510.142415945871,494.738866944976
28/06/2021,15:18:16,680,378.24,521.297628431464,510.299494977679,494.914504499625
28/06/2021,15:18:16,840,378.4,521.309691922748,510.500079520089,495.086607471997
28/06/2021,15:18:17,000,378.56,521.307841852083,510.634748883929,495.223918586377
28/06/2021,15:18:17,160,378.72,521.335488630899,510.682884172712,495.522335431434
28/06/2021,15:18:17,320,378.88,521.446711094535,510.784871303013,495.593781528094
28/06/2021,15:18:17,480,379.04,521.468336862535,510.995480782645,495.813199681162
28/06/2021,15:18:17,640,379.2,521.760597880761,511.092155064174,496.067247201275
28/06/2021,15:18:17,800,379.36,521.921699255555,511.199610421317,496.148238428381
28/06/2021,15:18:17,960,379.52,521.810616037953,511.311926443917,496.314746174591
28/06/2021,15:18:18,120,379.68,521.79516156834,511.339576939174,496.493734599739
28/06/2021,15:18:18,280,379.84,522.069004691426,511.457435302734,496.692665756933
28/06/2021,15:18:18,440,380,522.243918874156,511.506717354911,496.848975175264
28/06/2021,15:18:18,600,380.16,522.455871428677,511.738303920201,496.984630660506
28/06/2021,15:18:18,760,380.32,522.615349851062,511.83006312779,497.094447862234
28/06/2021,15:18:18,920,380.48,522.697699925408,511.780611397879,497.254809651154
28/06/2021,15:18:19,080,380.64,522.824395107864,512.130939592634,497.447679330182
