Plot 3 2021-06-28T151158668.fcf

,,,,El1.Average,El2.Average,El3.Average
Emissivity,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Distance,,,,0.30000001192092896,0.30000001192092896,0.30000001192092896
Reflected temperature,,,,22.9999942779541,22.9999942779541,22.9999942779541
Location X,,,,148,250,351
Location Y,,,,242,244,245
Size X,,,,19,17,17
Size Y,,,,14,14,12
Surface (pixels),,,,199,175,151

Date,Time,Milliseconds,Relative time,El1.Average,El2.Average,El3.Average
28/06/2021,15:25:48,200,829.76,500.876278977897,490.987996303013,483.566188382787
28/06/2021,15:25:48,360,829.92,500.725375381546,491.000614013672,483.458678997116
28/06/2021,15:25:48,520,830.08,500.649745921993,490.741861572266,483.334373221492
28/06/2021,15:25:48,680,830.24,500.537014141754,490.873361816406,483.432251582872
28/06/2021,15:25:48,840,830.4,500.780380172346,491.034920479911,483.520352799371
28/06/2021,15:25:49,000,830.56,500.714410983138,491.155053885324,483.574563942208
28/06/2021,15:25:49,160,830.72,500.657161386768,491.045345284598,483.431253597436
28/06/2021,15:25:49,320,830.88,500.560603462871,490.835529785156,483.372793639732
28/06/2021,15:25:49,480,831.04,500.503113713097,490.914483293806,483.381166773916
28/06/2021,15:25:49,640,831.2,500.539036889771,490.866079624721,483.329810944614
28/06/2021,15:25:49,800,831.36,500.419496469162,490.802107979911,483.23006979835
28/06/2021,15:25:49,960,831.52,500.370104305708,490.770222691127,483.264632269247
28/06/2021,15:25:50,120,831.68,500.288739228368,490.58172101702,483.130989125233
28/06/2021,15:25:50,280,831.84,500.168822628769,490.534823346819,483.049791955001
28/06/2021,15:25:50,440,832,500.205140080284,490.531678641183,482.952290920232
28/06/2021,15:25:50,600,832.16,500.169087625628,490.376101248605,482.969902796461
28/06/2021,15:25:50,760,832.32,500.06837547724,490.391980154855,482.847338543822
28/06/2021,15:25:50,920,832.48,499.98289405401,490.331922781808,482.860101965089
28/06/2021,15:25:51,080,832.64,499.816512678137,490.151764264788,482.755867257024
28/06/2021,15:25:51,240,832.8,499.840417449798,490.095737827846,482.74959276212
28/06/2021,15:25:51,400,832.96,499.788876020729,490.047024100167,482.646529848212
28/06/2021,15:25:51,560,833.12,499.662224544353,489.906450544085,482.46492863333
28/06/2021,15:25:51,720,833.28,499.592985527,489.894072265625,482.434296866916
28/06/2021,15:25:51,880,833.44,499.520887058584,489.862065255301,482.308092332044
28/06/2021,15:25:52,040,833.6,499.478816200141,489.824860839844,482.34694201741
28/06/2021,15:25:52,200,833.76,499.460895480822,489.798325020926,482.216674602584
28/06/2021,15:25:52,360,833.92,499.295239932573,489.693334263393,482.131849680515
28/06/2021,15:25:52,520,834.08,499.207608783664,489.601666434152,482.200299597734
28/06/2021,15:25:52,680,834.24,499.349711202497,489.574472307478,482.097110571451
28/06/2021,15:25:52,840,834.4,499.126077469869,489.374586356027,482.017728085549
28/06/2021,15:25:53,000,834.56,499.076948923082,489.303775983538,481.905572550186
28/06/2021,15:25:53,160,834.72,498.918224085515,489.239062325614,481.818421218569
28/06/2021,15:25:53,320,834.88,499.028595430767,489.294418770926,481.838990874638
28/06/2021,15:25:53,480,835.04,498.931430375756,489.272093157087,481.809636804442
28/06/2021,15:25:53,640,835.2,498.84812612869,489.301139962333,481.710690327827
28/06/2021,15:25:53,800,835.36,499.045778207443,489.323543526786,481.803485390366
28/06/2021,15:25:53,960,835.52,498.851805260433,489.173386753627,481.662021258019
28/06/2021,15:25:54,120,835.68,498.731556187922,489.252774483817,481.606804854033
28/06/2021,15:25:54,280,835.84,498.748854900724,489.181300920759,481.586441141091
28/06/2021,15:25:54,440,836,498.671961952094,489.089430629185,481.454478687008
28/06/2021,15:25:54,600,836.16,498.575093638358,489.087410714286,481.380006499638
28/06/2021,15:25:54,760,836.32,498.53779824415,489.033154645647,481.311070726407
28/06/2021,15:25:54,920,836.48,498.575650929207,488.905291573661,481.296586396678
28/06/2021,15:25:55,080,836.64,498.472737527972,488.799051513672,481.172214331216
28/06/2021,15:25:55,240,836.8,498.491770528669,488.770103759766,481.152912266207
28/06/2021,15:25:55,400,836.96,498.468637130967,488.808060128348,481.090140437448
28/06/2021,15:25:55,560,837.12,498.465613590413,488.739199393136,481.110462719242
28/06/2021,15:25:55,720,837.28,498.342450779287,488.681548025949,481.07891966965
28/06/2021,15:25:55,880,837.44,498.117519512847,488.624208984375,480.918962895475
28/06/2021,15:25:56,040,837.6,498.095323878916,488.570705740792,480.88055682656
28/06/2021,15:25:56,200,837.76,498.00812948409,488.371849888393,480.765906933917
28/06/2021,15:25:56,360,837.92,498.006348576378,488.315980573382,480.623392673518
28/06/2021,15:25:56,520,838.08,497.880249176792,488.273090645926,480.607317791869
28/06/2021,15:25:56,680,838.24,497.915038755791,488.212860979353,480.55927989025
28/06/2021,15:25:56,840,838.4,497.744015947658,488.222130650112,480.511077880859
28/06/2021,15:25:57,000,838.56,497.74971230665,488.129546770368,480.439243948223
28/06/2021,15:25:57,160,838.72,497.618956599403,487.979483468192,480.386697933374
28/06/2021,15:25:57,320,838.88,497.644698253229,488.006211983817,480.423562561439
28/06/2021,15:25:57,480,839.04,497.610041632724,487.940771833147,480.291959042581
28/06/2021,15:25:57,640,839.2,497.485900112133,487.800781075614,480.235974848665
28/06/2021,15:25:57,800,839.36,497.406750549623,487.824779401507,480.175424537911
28/06/2021,15:25:57,960,839.52,497.425816061509,487.823679896763,480.153909645333
28/06/2021,15:25:58,120,839.68,497.264325319223,487.685897565569,480.094822157298
28/06/2021,15:25:58,280,839.84,497.207072195695,487.625204554967,480.001567714262
28/06/2021,15:25:58,440,840,497.092719916722,487.469331577846,479.950851339378
28/06/2021,15:25:58,600,840.16,497.073368091679,487.501605922154,479.807934085265
28/06/2021,15:25:58,760,840.32,497.026554740254,487.366571393694,479.778382762378
28/06/2021,15:25:58,920,840.48,497.144838112683,487.445423758371,479.927530250802
28/06/2021,15:25:59,080,840.64,497.144032693988,487.511665736607,479.835065222734
28/06/2021,15:25:59,240,840.8,497.149944209573,487.574163469587,479.865850183348
28/06/2021,15:25:59,400,840.96,497.054721544735,487.342292829241,479.716252004863
28/06/2021,15:25:59,560,841.12,496.939844792812,487.26687726702,479.721847635231
28/06/2021,15:25:59,720,841.28,496.860902412453,487.159787074498,479.721479605365
28/06/2021,15:25:59,880,841.44,496.718352351356,487.008510742188,479.509697920439
28/06/2021,15:26:00,040,841.6,496.651203558074,487.048589739118,479.546120144674
28/06/2021,15:26:00,200,841.76,496.648903544824,487.033568115234,479.480175498306
28/06/2021,15:26:00,360,841.92,496.589572618954,486.998532191685,479.444184562228
28/06/2021,15:26:00,520,842.08,496.535116531142,487.052302594866,479.406009497232
28/06/2021,15:26:00,680,842.24,496.450852437235,486.916945103237,479.406053555722
28/06/2021,15:26:00,840,842.4,496.383097279611,486.824328438895,479.252689386835
28/06/2021,15:26:01,000,842.56,496.232954782457,486.742249058315,479.278060003622
28/06/2021,15:26:01,160,842.72,496.213021743238,486.708004324777,479.111125415524
28/06/2021,15:26:01,320,842.88,496.242765187019,486.515215366908,479.148734591655
28/06/2021,15:26:01,480,843.04,496.106004264487,486.542959507534,479.063801140185
28/06/2021,15:26:01,640,843.2,496.063558607245,486.519197300502,479.020415855559
28/06/2021,15:26:01,800,843.36,496.082491467346,486.546535470145,478.912792887909
28/06/2021,15:26:01,960,843.52,496.024297819665,486.347321602958,478.844010510981
28/06/2021,15:26:02,120,843.68,495.887434762926,486.298734130859,478.80212099189
28/06/2021,15:26:02,280,843.84,495.780170229811,486.167271902902,478.743052097346
28/06/2021,15:26:02,440,844,495.691849751688,486.14110194615,478.642439482228
28/06/2021,15:26:02,600,844.16,495.609348929707,486.10455531529,478.64218624696
28/06/2021,15:26:02,760,844.32,495.582535020071,486.159817940848,478.484074068385
28/06/2021,15:26:02,920,844.48,495.561447066877,486.127480991909,478.480068181524
28/06/2021,15:26:03,080,844.64,495.465640427479,486.033207135882,478.39283600864
28/06/2021,15:26:03,240,844.8,495.394582163748,485.972735246931,478.283316909083
28/06/2021,15:26:03,400,844.96,495.233158437451,485.935037667411,478.2593252422
28/06/2021,15:26:03,560,845.12,495.318140077831,485.98878226144,478.264017067208
28/06/2021,15:26:03,720,845.28,495.233553019001,485.67089617048,478.190176452232
28/06/2021,15:26:03,880,845.44,495.215002012013,485.621939871652,478.121511699348
28/06/2021,15:26:04,040,845.6,495.066438454479,485.45583530971,478.027683485423
28/06/2021,15:26:04,200,845.76,495.038169669147,485.45097429548,477.9953789111
28/06/2021,15:26:04,360,845.92,494.868203628003,485.346241106306,477.811891265263
28/06/2021,15:26:04,520,846.08,494.771387914916,485.211034458705,477.84947982687
28/06/2021,15:26:04,680,846.24,494.778950753523,485.388635428292,477.813817510542
28/06/2021,15:26:04,840,846.4,494.771075224757,485.159171142578,477.764291523308
28/06/2021,15:26:05,000,846.56,494.757228372085,485.068573869978,477.738736184228
28/06/2021,15:26:05,160,846.72,494.692172563256,485.09553414481,477.652766347721
28/06/2021,15:26:05,320,846.88,494.588256222519,485.082072056362,477.620849811478
28/06/2021,15:26:05,480,847.04,494.531163968034,485.00328351702,477.488351784005
28/06/2021,15:26:05,640,847.2,494.464114855282,484.816489257813,477.419263018678
28/06/2021,15:26:05,800,847.36,494.489645339736,484.767340959821,477.409476981258
28/06/2021,15:26:05,960,847.52,494.415203918764,484.719146205357,477.419785657466
28/06/2021,15:26:06,120,847.68,494.361454795952,484.680179443359,477.337740866554
28/06/2021,15:26:06,280,847.84,494.290323075338,484.69826398577,477.269041351925
28/06/2021,15:26:06,440,848,494.194328576476,484.697175467355,477.223607145398
28/06/2021,15:26:06,600,848.16,494.195140742776,484.703144182478,477.143111677359
28/06/2021,15:26:06,760,848.32,494.035893272515,484.576461530413,477.012912371301
28/06/2021,15:26:06,920,848.48,494.037367470899,484.321445486886,476.914613837438
28/06/2021,15:26:07,080,848.64,494.003724831433,484.380084054129,476.820192046513
28/06/2021,15:26:07,240,848.8,493.878985841071,484.278026994978,476.822811505652
28/06/2021,15:26:07,400,848.96,493.777630829931,484.263157610212,476.728892345302
28/06/2021,15:26:07,560,849.12,493.838093666575,484.144976457868,476.646122408229
28/06/2021,15:26:07,720,849.28,493.754103770807,484.132927071708,476.551306111923
28/06/2021,15:26:07,880,849.44,493.724835113065,484.146714041574,476.469506472152
28/06/2021,15:26:08,040,849.6,493.693769905435,484.099146030971,476.484291531392
28/06/2021,15:26:08,200,849.76,493.622149903571,484.002595040458,476.432292407712
28/06/2021,15:26:08,360,849.92,493.508173956943,483.910513567243,476.341654190165
28/06/2021,15:26:08,520,850.08,493.445896627915,483.906145717076,476.363170901671
28/06/2021,15:26:08,680,850.24,493.493821647299,483.992165178571,476.376283759313
28/06/2021,15:26:08,840,850.4,493.429473570244,483.804059012277,476.252857738773
28/06/2021,15:26:09,000,850.56,493.428324330392,483.754929896763,476.220459388581
28/06/2021,15:26:09,160,850.72,493.339052593289,483.794186139788,476.153773832005
28/06/2021,15:26:09,320,850.88,493.209764490175,483.594764578683,476.09484337813
28/06/2021,15:26:09,480,851.04,493.233887025459,483.712406703404,476.113897058348
28/06/2021,15:26:09,640,851.2,493.138446290289,483.511885288784,476.013986347527
28/06/2021,15:26:09,800,851.36,493.157058025724,483.517465297154,475.974434353658
28/06/2021,15:26:09,960,851.52,493.184141072796,483.571218261719,475.961166280784
28/06/2021,15:26:10,120,851.68,493.081240706707,483.484622279576,475.862177160402
28/06/2021,15:26:10,280,851.84,492.976501924908,483.30327078683,475.804629496391
28/06/2021,15:26:10,440,852,492.767631339068,483.180455845424,475.646988824503
28/06/2021,15:26:10,600,852.16,492.715793475434,483.198819405692,475.591646712347
28/06/2021,15:26:10,760,852.32,492.58473504608,483.118161621094,475.559413480443
28/06/2021,15:26:10,920,852.48,492.483280047699,482.986263950893,475.385505120486
28/06/2021,15:26:11,080,852.64,492.526844120505,482.990070626395,475.428157174824
28/06/2021,15:26:11,240,852.8,492.517093984326,482.965618024554,475.314420384287
28/06/2021,15:26:11,400,852.96,492.430966784607,482.898208879743,475.231122755846
28/06/2021,15:26:11,560,853.12,492.313838479507,482.804590541295,475.243477524511
28/06/2021,15:26:11,720,853.28,492.157110319665,482.781143450056,475.095687765159
28/06/2021,15:26:11,880,853.44,492.066927655857,482.590110735212,474.978855562526
28/06/2021,15:26:12,040,853.6,492.046515229958,482.497110072545,474.853054425574
28/06/2021,15:26:12,200,853.76,491.902604759638,482.393588344029,474.699294134481
28/06/2021,15:26:12,360,853.92,491.807373660294,482.314457310268,474.606489775197
28/06/2021,15:26:12,520,854.08,491.912491074759,482.259672154018,474.587513500492
28/06/2021,15:26:12,680,854.24,491.848183176625,482.246939348493,474.510613447783
28/06/2021,15:26:12,840,854.4,491.679482924878,482.179625767299,474.49954749101
28/06/2021,15:26:13,000,854.56,491.559079424221,482.042765415737,474.390270915252
28/06/2021,15:26:13,160,854.72,491.454636923632,481.94346156529,474.263915207212
28/06/2021,15:26:13,320,854.88,491.350006410225,481.880352957589,474.25976946496
28/06/2021,15:26:13,480,855.04,491.40046822246,481.81592250279,474.178642222423
28/06/2021,15:26:13,640,855.2,491.344158076761,481.830022495815,474.15255818146
28/06/2021,15:26:13,800,855.36,491.30630063771,481.778265206473,474.111486169676
28/06/2021,15:26:13,960,855.52,491.297855549721,481.810370047433,474.156049109453
28/06/2021,15:26:14,120,855.68,491.496105098245,482.010209960938,474.370297059318
28/06/2021,15:26:14,280,855.84,491.380634710417,481.948378208705,474.383867276425
28/06/2021,15:26:14,440,856,491.291174960496,481.931269008092,474.317581075706
28/06/2021,15:26:14,600,856.16,491.252759617178,481.783709193638,474.216358311129
28/06/2021,15:26:14,760,856.32,491.248057609827,481.790133754185,474.295559106284
28/06/2021,15:26:14,920,856.48,491.134893676144,481.552776402065,474.071482677333
28/06/2021,15:26:15,080,856.64,491.070159452045,481.508209228516,474.04526524828
28/06/2021,15:26:15,240,856.8,491.062785239675,481.532812325614,473.984724840581
28/06/2021,15:26:15,400,856.96,491.034585310586,481.502493547712,473.922320031172
28/06/2021,15:26:15,560,857.12,490.896276426076,481.375356445312,473.880917176506
28/06/2021,15:26:15,720,857.28,490.732774744082,481.280573730469,473.798426748112
28/06/2021,15:26:15,880,857.44,490.766215568811,481.317177908761,473.760120720263
28/06/2021,15:26:16,040,857.6,490.674331588362,481.278452845982,473.747793437629
28/06/2021,15:26:16,200,857.76,490.566950352348,481.12101335798,473.664128789839
28/06/2021,15:26:16,360,857.92,490.567329751786,481.101722586496,473.537118873849
28/06/2021,15:26:16,520,858.08,490.471428952624,481.006526925223,473.449825463706
28/06/2021,15:26:16,680,858.24,490.428702196284,480.883269566127,473.432594754049
28/06/2021,15:26:16,840,858.4,490.362944023094,480.765915876116,473.33670023735
28/06/2021,15:26:17,000,858.56,490.349674244023,480.839864676339,473.287410710821
28/06/2021,15:26:17,160,858.72,490.428667078066,480.761747698103,473.273988837438
28/06/2021,15:26:17,320,858.88,490.262009510443,480.711514543806,473.175943336739
28/06/2021,15:26:17,480,859.04,490.144699786776,480.729608851842,473.079996273218
28/06/2021,15:26:17,640,859.2,490.093908568723,480.60233328683,473.15536216079
28/06/2021,15:26:17,800,859.36,490.047662629554,480.604511369978,473.016878443838
28/06/2021,15:26:17,960,859.52,490.038447087734,480.393549979074,472.922001516582
28/06/2021,15:26:18,120,859.68,489.993820420462,480.266654401507,472.848561470082
28/06/2021,15:26:18,280,859.84,489.805890874048,480.23320765904,472.780912689815
28/06/2021,15:26:18,440,860,489.770434048907,480.182116873605,472.718236455854
28/06/2021,15:26:18,600,860.16,489.648465410549,480.097702985491,472.58356117097
28/06/2021,15:26:18,760,860.32,489.58716035009,480.073262416295,472.637576475838
28/06/2021,15:26:18,920,860.48,489.578162265183,480.13056413923,472.523022380096
28/06/2021,15:26:19,080,860.64,489.500416664622,480.003564627511,472.574675705259
28/06/2021,15:26:19,240,860.8,489.38072687657,479.908659493583,472.41351803407
28/06/2021,15:26:19,400,860.96,489.427913186538,479.935707484654,472.423857227856
28/06/2021,15:26:19,560,861.12,489.331723773899,479.806320452009,472.421501311245
28/06/2021,15:26:19,720,861.28,489.34785913822,479.725064522879,472.260747846389
28/06/2021,15:26:19,880,861.44,489.439261585025,479.88743460519,472.49821219539
28/06/2021,15:26:20,040,861.6,489.339049066131,479.862018345424,472.386404479576
28/06/2021,15:26:20,200,861.76,489.381573240961,479.791176234654,472.35166718944
28/06/2021,15:26:20,360,861.92,489.237177863193,479.703655308315,472.292063327815
28/06/2021,15:26:20,520,862.08,489.186906057387,479.527182094029,472.146042173272
28/06/2021,15:26:20,680,862.24,489.083107799741,479.45200038365,472.032794270294
28/06/2021,15:26:20,840,862.4,488.978173797454,479.457362932478,472.010446308464
28/06/2021,15:26:21,000,862.56,489.05854375638,479.469748186384,472.022330783061
28/06/2021,15:26:21,160,862.72,488.880167592111,479.309706333705,471.751955954444
28/06/2021,15:26:21,320,862.88,488.741169991805,479.28377859933,471.707670502315
28/06/2021,15:26:21,480,863.04,488.665936493993,479.171725027902,471.661199910751
28/06/2021,15:26:21,640,863.2,488.507190953547,479.102360142299,471.647748934512
28/06/2021,15:26:21,800,863.36,488.495075935095,478.942196044922,471.484567402214
28/06/2021,15:26:21,960,863.52,488.495973213234,478.938405412946,471.490804305929
28/06/2021,15:26:22,120,863.68,488.423489824611,478.963958217076,471.387696525119
28/06/2021,15:26:22,280,863.84,488.254151310753,478.800680629185,471.290804022985
28/06/2021,15:26:22,440,864,488.325553242286,478.77509538923,471.275863344306
28/06/2021,15:26:22,600,864.16,488.224781438933,478.582813197545,471.202400460149
28/06/2021,15:26:22,760,864.32,488.100160531662,478.515417480469,471.085665873344
28/06/2021,15:26:22,920,864.48,488.096169629888,478.474961460659,471.067722547923
28/06/2021,15:26:23,080,864.64,488.088797564483,478.434148995536,471.01127513355
28/06/2021,15:26:23,240,864.8,488.001196166379,478.366699393136,470.969902796461
28/06/2021,15:26:23,400,864.96,488.049382962174,478.368658970424,470.949611436452
28/06/2021,15:26:23,560,865.12,487.968129987094,478.379311523437,470.978273909613
28/06/2021,15:26:23,720,865.28,487.786392441946,478.208504115513,470.82382363831
28/06/2021,15:26:23,880,865.44,487.762734264585,478.259945068359,470.861989608664
28/06/2021,15:26:24,040,865.6,487.668196481676,478.06878679548,470.741622419547
28/06/2021,15:26:24,200,865.76,487.442033163866,477.904974016462,470.576893383304
28/06/2021,15:26:24,360,865.92,487.386902622242,477.851395263672,470.355702583364
28/06/2021,15:26:24,520,866.08,487.345701284744,477.829523751395,470.337315035182
28/06/2021,15:26:24,680,866.24,487.297347792429,477.698016183036,470.2975005093
28/06/2021,15:26:24,840,866.4,487.139128718544,477.598750697545,470.156026676001
28/06/2021,15:26:25,000,866.56,487.00257129765,477.546310686384,470.049886135076
28/06/2021,15:26:25,160,866.72,486.844686383578,477.530806012835,469.979294732706
28/06/2021,15:26:25,320,866.88,486.958272962714,477.441663818359,470.03934140237
28/06/2021,15:26:25,480,867.04,486.847446000756,477.229048549107,469.868586256015
28/06/2021,15:26:25,640,867.2,486.737748802607,477.122390659877,469.730846885024
28/06/2021,15:26:25,800,867.36,486.810171769492,477.219048025949,469.701217954522
28/06/2021,15:26:25,960,867.52,486.794343881272,477.179139055525,469.683839305347
28/06/2021,15:26:26,120,867.68,486.740370093878,477.171555524554,469.689128345212
28/06/2021,15:26:26,280,867.84,486.639853012622,477.083996058873,469.61729279575
28/06/2021,15:26:26,440,868,486.553645761768,477.13071812221,469.647841699865
28/06/2021,15:26:26,600,868.16,486.545709197845,477.117960379464,469.642744455906
28/06/2021,15:26:26,760,868.32,486.535193055119,476.944386683873,469.475983070222
28/06/2021,15:26:26,920,868.48,486.525412248008,476.972072928292,469.478607379838
28/06/2021,15:26:27,080,868.64,486.457643135109,476.870424979074,469.412994788972
28/06/2021,15:26:27,240,868.8,486.445120653315,476.82151436942,469.339857493015
28/06/2021,15:26:27,400,868.96,486.375705431454,476.831839599609,469.336568263982
28/06/2021,15:26:27,560,869.12,486.345154728722,476.757562779018,469.181528861949
28/06/2021,15:26:27,720,869.28,486.209756362378,476.624783238002,469.130646964572
28/06/2021,15:26:27,880,869.44,486.14571530136,476.544941929408,469.068332697382
28/06/2021,15:26:28,040,869.6,486.166960136375,476.387088448661,469.021966391052
28/06/2021,15:26:28,200,869.76,486.164225055944,476.442854701451,469.026019570054
28/06/2021,15:26:28,360,869.92,486.021036579381,476.283428606306,468.966595580246
28/06/2021,15:26:28,520,870.08,486.019653473667,476.242291085379,468.899319074012
28/06/2021,15:26:28,680,870.24,486.003453086968,476.207607421875,468.825908736677
28/06/2021,15:26:28,840,870.4,485.812806095909,476.158176269531,468.713958740234
28/06/2021,15:26:29,000,870.56,485.745365468701,476.067495291574,468.641289111005
28/06/2021,15:26:29,160,870.72,485.690441495809,476.089659423828,468.586430631726
28/06/2021,15:26:29,320,870.88,485.682365532496,476.06405203683,468.549450198546
28/06/2021,15:26:29,480,871.04,485.70236282732,476.009089529855,468.473198694899
28/06/2021,15:26:29,640,871.2,485.510278596351,475.951276506696,468.395889181175
28/06/2021,15:26:29,800,871.36,485.440456524566,475.920924944196,468.336463776645
28/06/2021,15:26:29,960,871.52,485.63560539514,476.056952427455,468.541705807313
28/06/2021,15:26:30,120,871.68,485.67475898781,476.016807861328,468.459983168848
28/06/2021,15:26:30,280,871.84,485.610664406014,475.930434395926,468.389369737234
28/06/2021,15:26:30,440,872,485.560608983639,475.917634974888,468.444582705466
28/06/2021,15:26:30,600,872.16,485.559003667017,475.88506992885,468.487633307249
28/06/2021,15:26:30,760,872.32,485.457572898673,475.663318394252,468.172812960795
28/06/2021,15:26:30,920,872.48,485.334662202615,475.65579171317,468.179011667012
28/06/2021,15:26:31,080,872.64,485.324641702163,475.635504499163,468.077949776555
28/06/2021,15:26:31,240,872.8,485.240092982,475.548606131417,468.008219939983
28/06/2021,15:26:31,400,872.96,485.155021169078,475.4429574149,468.040462670737
28/06/2021,15:26:31,560,873.12,485.108934872115,475.443644321987,467.974038433555
28/06/2021,15:26:31,720,873.28,485.152810408242,475.355227399554,467.913850695882
28/06/2021,15:26:31,880,873.44,485.016999364498,475.178170689174,467.716827594681
28/06/2021,15:26:32,040,873.6,484.92650431724,475.205225830078,467.657609143794
28/06/2021,15:26:32,200,873.76,484.870337864861,475.058439069475,467.615688500815
28/06/2021,15:26:32,360,873.92,484.76970024684,474.910847865513,467.529854477636
28/06/2021,15:26:32,520,874.08,484.658223367816,474.767052873884,467.450010388103
28/06/2021,15:26:32,680,874.24,484.683823015223,474.856654924665,467.486183419133
28/06/2021,15:26:32,840,874.4,484.628488358541,474.708696289063,467.334970638452
28/06/2021,15:26:33,000,874.56,484.567893636886,474.670856933594,467.301469613385
28/06/2021,15:26:33,160,874.72,484.565207016528,474.684925188337,467.312886219151
28/06/2021,15:26:33,320,874.88,484.550188840933,474.560933663504,467.165610812358
28/06/2021,15:26:33,480,875.04,484.418268865077,474.595397949219,467.1707005785
28/06/2021,15:26:33,640,875.2,484.368387346891,474.459663783482,467.025323526749
28/06/2021,15:26:33,800,875.36,484.270012783645,474.49035836356,467.059331224454
28/06/2021,15:26:33,960,875.52,484.13662075637,474.395115443638,466.971547512029
28/06/2021,15:26:34,120,875.68,484.176024163788,474.285525251116,467.033615011253
28/06/2021,15:26:34,280,875.84,484.001787501963,474.291547328404,466.845556802308
28/06/2021,15:26:34,440,876,483.957972234218,474.136249651228,466.720539421435
28/06/2021,15:26:34,600,876.16,483.831040732226,474.015222167969,466.707021953254
28/06/2021,15:26:34,760,876.32,483.78077322035,474.097134137835,466.595425435249
28/06/2021,15:26:34,920,876.48,483.720540415702,473.914451032366,466.482960075732
28/06/2021,15:26:35,080,876.64,483.66952928706,473.913482491629,466.540122733211
28/06/2021,15:26:35,240,876.8,483.675405991137,473.848909040179,466.537171622775
28/06/2021,15:26:35,400,876.96,483.660086933692,473.938671526228,466.522445577659
28/06/2021,15:26:35,560,877.12,483.537115662541,473.802455880301,466.415159515987
28/06/2021,15:26:35,720,877.28,483.463382586762,473.795531354632,466.381604125168
28/06/2021,15:26:35,880,877.44,483.475501899144,473.639797712054,466.309276454496
28/06/2021,15:26:36,040,877.6,483.454058623194,473.745832519531,466.306440744968
28/06/2021,15:26:36,200,877.76,483.214239225915,473.619353899275,466.195896173945
28/06/2021,15:26:36,360,877.92,483.29432639884,473.543767613002,466.167038671228
28/06/2021,15:26:36,520,878.08,483.219835290957,473.383274972098,466.177484777589
28/06/2021,15:26:36,680,878.24,483.099258806238,473.461691371373,466.058572124961
28/06/2021,15:26:36,840,878.4,483.074010187657,473.341871337891,465.933079801648
28/06/2021,15:26:37,000,878.56,483.038828480783,473.268379429408,465.943251249806
28/06/2021,15:26:37,160,878.72,483.033463367865,473.170196533203,465.820936392475
28/06/2021,15:26:37,320,878.88,482.802698950073,472.983606131417,465.753359358832
28/06/2021,15:26:37,480,879.04,482.724781592288,472.911657191685,465.73288590387
28/06/2021,15:26:37,640,879.2,482.718448044667,472.805563092913,465.546064162096
28/06/2021,15:26:37,800,879.36,482.662164889388,472.836400844029,465.584222048324
28/06/2021,15:26:37,960,879.52,482.565001214569,472.821046142578,465.496720674022
28/06/2021,15:26:38,120,879.68,482.599612595448,472.753495047433,465.539952360242
28/06/2021,15:26:38,280,879.84,482.351372953635,472.628385532924,465.337702871158
28/06/2021,15:26:38,440,880,482.2200093485,472.500176653181,465.18124551331
28/06/2021,15:26:38,600,880.16,482.141329664681,472.392542375837,465.081680398903
28/06/2021,15:26:38,760,880.32,482.162422218514,472.370099225725,465.093877729201
28/06/2021,15:26:38,920,880.48,482.026046829607,472.272751988002,464.947767649265
28/06/2021,15:26:39,080,880.64,482.023809845124,472.321481933594,464.900933069899
28/06/2021,15:26:39,240,880.8,482.198741510286,472.344043317522,465.076305869399
28/06/2021,15:26:39,400,880.96,482.066966147878,472.320043945312,465.068292276749
28/06/2021,15:26:39,560,881.12,482.075868692829,472.335044119699,464.991281471505
28/06/2021,15:26:39,720,881.28,482.050138387249,472.261387765067,464.9638225227
28/06/2021,15:26:39,880,881.44,481.902938152677,472.119076276507,464.932425795801
28/06/2021,15:26:40,040,881.6,481.824594162217,472.093860909598,464.785883215089
28/06/2021,15:26:40,200,881.76,481.749848025528,472.041737060547,464.668184596182
28/06/2021,15:26:40,360,881.92,481.648497768383,471.884071393694,464.538354128402
28/06/2021,15:26:40,520,882.08,481.745395832924,472.017034912109,464.586911839365
28/06/2021,15:26:40,680,882.24,481.678552062068,471.770499790737,464.472717083053
28/06/2021,15:26:40,840,882.4,481.622778044274,471.738569859096,464.410493560185
28/06/2021,15:26:41,000,882.56,481.474377656103,471.642750244141,464.301056918719
28/06/2021,15:26:41,160,882.72,481.460268873665,471.651354108538,464.29990998325
28/06/2021,15:26:41,320,882.88,481.359924623116,471.540046212333,464.211652136796
28/06/2021,15:26:41,480,883.04,481.327599300212,471.61172781808,464.253486683827
28/06/2021,15:26:41,640,883.2,481.359581568732,471.602342354911,464.206715766957
28/06/2021,15:26:41,800,883.36,481.317304908331,471.331712995257,464.02781545879
28/06/2021,15:26:41,960,883.52,481.286068250186,471.338476213728,463.972738303886
28/06/2021,15:26:42,120,883.68,481.226027292223,471.316220179967,463.992423556498
28/06/2021,15:26:42,280,883.84,481.132268551007,471.180328369141,463.945892536088
28/06/2021,15:26:42,440,884,480.937818057573,471.178052455357,463.824104359608
28/06/2021,15:26:42,600,884.16,480.953301051154,471.146748918806,463.798702214727
28/06/2021,15:26:42,760,884.32,480.949849957797,470.976266392299,463.74520146452
28/06/2021,15:26:42,920,884.48,480.74511028654,470.857735246931,463.703789515211
28/06/2021,15:26:43,080,884.64,480.700187644767,470.751277029855,463.546341447641
